*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   620730 *       11 *    101266 *        31 *      2304 * 32.628028 * 1001.7390 *      3472 * 1617674842.299366 *
*   620834 *        0 *    101266 *        36 *      9285 * 32.520252 * 998.13476 *      3520 * 1617677933.388538 *
*   620951 *        6 *    101266 *        43 *      1135 * 32.274166 * 966.53704 *      3443 * 1617681692.991724 *
*   621257 *        2 *    101266 *        61 *      7818 * 32.811618 * 761.09558 *      3453 * 1617692358.572326 *
*   621294 *        7 *    101267 *         1 *      2456 * 32.310051 * 1127.7518 *      3461 * 1617694420.799270 *
*   621403 *        2 *    101267 *        10 *      9696 * 32.415504 * 1055.3372 *      3479 * 1617698906.463333 *
*   621428 *        2 *    101267 *        13 *      4252 * 32.421569 * 1146.9650 *      3277 * 1617700118.885031 *
*   621555 *        4 *    101268 *         1 *      1256 * 32.701053 * 1223.2601 *      3444 * 1617720822.041553 *
*   621564 *        3 *    101268 *         1 *      9559 * 32.819183 * 948.67291 *      3419 * 1617721180.988198 *
*   621568 *        7 *    101268 *         1 *     11028 * 32.743431 * 982.85876 *      3478 * 1617721242.780662 *
*   621568 *       22 *    101268 *         1 *     11028 * 32.743431 * 982.85876 *      3478 * 1617721242.780662 *
*   621618 *        2 *    101268 *         5 *      4045 * 32.524089 * 1115.7331 *      3511 * 1617723174.452105 *
*   621690 *        2 *    101268 *        11 *      4025 * 32.346077 * 1088.7336 *      3397 * 1617726202.537404 *
*   621746 *       10 *    101268 *        17 *      1082 * 32.716087 * 1033.6851 *      3553 * 1617729115.293290 *
*   621842 *       11 *    101268 *        25 *      5737 * 32.121902 * 964.42132 *      3425 * 1617733418.128209 *
*   622188 *        5 *    101269 *         2 *      5419 * 32.612731 * 977.55304 *      3482 * 1617762088.612780 *
*   622270 *        8 *    101269 *        11 *     11124 * 32.575153 * 1009.1683 *      3467 * 1617768570.819960 *
*   622431 *        3 *    101269 *        28 *      1096 * 31.285461 * 1061.6457 *      3507 * 1617778137.149871 *
*   622566 *        0 *    101269 *        41 *      2364 * 33.208774 * 983.48242 *      3548 * 1617785293.625965 *
*   622578 *       10 *    101269 *        42 *      1202 * 31.831926 * 934.06897 *      3423 * 1617785836.645023 *
*   622590 *        2 *    101269 *        43 *      3717 * 32.550388 * 1042.0620 *      3497 * 1617786555.506110 *
*   622635 *       13 *    101269 *        46 *      9418 * 32.396511 * 927.14685 *      3556 * 1617788479.346405 *
*   622958 *        6 *    101270 *        14 *      3544 * 32.567684 * 1092.1031 *      3537 * 1617806337.795712 *
*   622969 *       22 *    101270 *        15 *      6702 * 32.470577 *  1045.005 *      3488 * 1617807182.020709 *
*   623012 *        3 *    101270 *        19 *     10734 * 31.726438 * 1126.6068 *      3487 * 1617809642.971494 *
*   623022 *        3 *    101270 *        20 *     12187 * 32.464389 * 987.65533 *      3562 * 1617810245.758366 *
*   623142 *        2 *    101270 *        34 *      9865 * 32.622554 * 923.34423 *      3503 * 1617819872.659454 *
*   623167 *       10 *    101270 *        37 *      8660 * 30.141450 * 1020.2972 *      3550 * 1617821376.769210 *
*   623287 *        3 *    101270 *        51 *      6737 * 32.554409 * 910.54083 *      3517 * 1617828654.315687 *
*   623505 *        1 *    101271 *         9 *     11421 * 32.495704 * 926.40649 *      3557 * 1617841101.320265 *
*   623537 *        5 *    101271 *        12 *      9902 * 32.012054 * 982.42108 *      3521 * 1617842542.198877 *
*   624146 *        0 *    101272 *         0 *      3519 * 32.425540 * 1104.9858 *      3552 * 1617872546.264013 *
*   624223 *        0 *    101272 *         5 *      8121 * 32.664108 * 1045.9193 *      3492 * 1617876274.714602 *
*   624695 *       14 *    101273 *         8 *      9224 * 32.041553 * 1186.9641 *      3280 * 1617919099.296342 *
*   624767 *        0 *    101274 *         1 *      5992 * 33.577358 * 953.15338 *      3542 * 1617928304.013835 *
*   625047 *        1 *    101274 *        22 *      7051 * 32.968433 * 1144.3271 *      3444 * 1617939852.322730 *
*   625069 *        6 *    101274 *        25 *     12945 * 32.565422 * 1119.6900 *      3503 * 1617941834.512419 *
*   625344 *        7 *    101275 *         5 *      7371 * 32.619880 * 1105.1178 *      3425 * 1617955731.456208 *
*   625533 *       21 *    101276 *         1 *     11585 * 32.318756 * 907.59094 *      3470 * 1617963608.456136 *
*   625592 *        3 *    101276 *         7 *      4297 * 32.569210 * 934.48724 *      3461 * 1617966314.766162 *
*   625892 *        2 *    101276 *        30 *     12718 * 32.738216 * 936.46936 *      3406 * 1617981405.949762 *
*   625971 *       18 *    101276 *        40 *      7641 * 32.544780 * 908.88281 *      3496 * 1617986810.104494 *
*   625971 *       20 *    101276 *        40 *      7641 * 32.544780 * 908.88281 *      3496 * 1617986810.104494 *
*   626283 *        1 *    101279 *        27 *      3905 * 32.603435 * 1085.6401 *      3541 * 1618013053.977984 *
*   626289 *        4 *    101279 *        27 *      6917 * 32.584583 * 1033.5301 *      3445 * 1618013175.643337 *
*   626311 *       23 *    101279 *        29 *      5645 * 32.479839 * 1063.8410 *      3537 * 1618014197.170166 *
*   626403 *        4 *    101279 *        38 *     12233 * 32.595295 * 1090.6821 *      3480 * 1618019179.677298 *
*   626478 *        6 *    101279 *        44 *      8384 * 32.054172 * 1002.8111 *      3488 * 1618022244.311395 *
*   626489 *        6 *    101279 *        45 *      8257 * 32.552097 * 1028.1044 *      3516 * 1618022783.815623 *
*   626543 *        3 *    101279 *        50 *      1086 * 32.452396 * 990.33691 *      3336 * 1618025186.588431 *
*   626847 *        0 *    101280 *        36 *      3986 * 32.706626 * 1008.5308 *      3466 * 1618051893.454205 *
*   627086 *        0 *    101280 *        54 *     13257 * 32.758857 * 989.38256 *      3469 * 1618062136.327982 *
*   627215 *       11 *    101280 *        61 *     16445 * 32.270275 * 1015.1953 *      3572 * 1618067889.986658 *
*   627418 *        2 *    101282 *         7 *      6961 * 32.271625 * 1083.7847 *      3465 * 1618085095.773602 *
*   627712 *        3 *    101284 *         9 *     10059 * 32.699855 * 690.39257 *      3380 * 1618121605.475475 *
*   627803 *        0 *    101284 *        19 *      5634 * 32.554603 * 1060.4541 *      3468 * 1618126658.525680 *
*   628029 *        3 *    101285 *        12 *       552 * 32.097271 * 1024.4403 *      3505 * 1618169023.065130 *
*   628029 *       13 *    101285 *        12 *       552 * 32.097271 * 1024.4403 *      3505 * 1618169023.065130 *
*   628471 *        4 *    101286 *         3 *     10332 * 32.033744 * 1086.7631 *      3465 * 1618188024.445359 *
*   628475 *        1 *    101286 *         3 *     10519 * 32.320285 * 883.67926 *      3544 * 1618188027.268349 *
*   628620 *       26 *    101286 *        17 *      2846 * 30.125156 * 1134.0147 *      3462 * 1618194880.530497 *
*   628722 *        3 *    101286 *        27 *      2354 * 32.599521 * 964.92364 *      3545 * 1618200048.519350 *
*   628730 *        2 *    101286 *        27 *     12668 * 32.335117 * 1059.1331 *      3506 * 1618200470.414350 *
*   628740 *        6 *    101286 *        29 *      8334 * 33.002525 * 888.32519 *      3441 * 1618201311.385878 *
*   628797 *        4 *    101286 *        35 *     11306 * 32.210041 * 1025.1723 *      3517 * 1618204618.096214 *
*   628877 *        6 *    101287 *         0 *      1534 * 32.620830 * 863.00201 *      3446 * 1618209969.050262 *
*   628939 *        0 *    101287 *         6 *      8568 * 32.486396 * 964.27740 *      3484 * 1618213218.929572 *
*   628998 *        7 *    101287 *        13 *      8487 * 32.891761 * 849.91186 *      3564 * 1618216764.398472 *
*   629023 *        5 *    101287 *        17 *      6450 * 32.345947 * 956.20275 *      3422 * 1618218688.846339 *
*   629058 *       10 *    101287 *        20 *      5672 * 32.265441 * 986.31420 *      3559 * 1618220249.425519 *
*   629201 *        3 *    101288 *         5 *      5747 * 32.699272 * 1025.8983 *      3498 * 1618229451.242726 *
*   629289 *        6 *    101288 *        13 *     13483 * 32.667358 * 956.93261 *      3518 * 1618234079.997355 *
*   629705 *        1 *    101288 *        41 *      3771 * 32.713382 * 814.12530 *      3470 * 1618252917.771663 *
*   630509 *        0 *    101290 *        18 *      8301 * 32.827163 * 935.70983 *      3490 * 1618286405.097880 *
*   630551 *        0 *    101290 *        24 *      1351 * 32.760688 * 973.44519 *      3552 * 1618289352.235272 *
*   630599 *        5 *    101290 *        29 *      8478 * 32.535274 * 1010.4710 *      3514 * 1618292421.060292 *
*   630685 *        1 *    101290 *        36 *     12323 * 32.620266 * 1063.5858 *      3496 * 1618296327.363533 *
*   630705 *        0 *    101290 *        38 *      6573 * 32.072910 * 1148.4509 *      3489 * 1618297169.670983 *
*   630706 *        2 *    101290 *        38 *      8018 * 32.835754 * 909.94116 *      3544 * 1618297230.023075 *
*   630766 *        0 *    101290 *        44 *       686 * 32.408466 * 1006.4421 *      3492 * 1618300116.268630 *
*   630873 *        5 *    101290 *        53 *      7259 * 32.632587 * 978.89233 *      3452 * 1618305050.240361 *
*   631018 *        1 *    101291 *         3 *      2870 * 32.595218 * 1040.9011 *      3386 * 1618313649.937955 *
*   631070 *        3 *    101291 *         7 *     11286 * 32.508472 * 953.55804 *      3479 * 1618316114.708021 *
*   631472 *        2 *    101292 *        19 *     10797 * 32.431789 * 1048.1075 *      3539 * 1618345733.091326 *
*   631482 *        1 *    101292 *        21 *      1227 * 32.573856 * 949.81689 *      3477 * 1618346462.967683 *
*   631535 *       16 *    101292 *        26 *     12135 * 32.822975 * 1078.2047 *      3476 * 1618349770.367645 *
*   631586 *        0 *    101292 *        31 *     10997 * 32.785999 * 957.54663 *      3536 * 1618352478.026053 *
*   631586 *        9 *    101292 *        31 *     10997 * 32.785999 * 957.54663 *      3536 * 1618352478.026053 *
*   631814 *        0 *    101292 *        55 *      1153 * 32.305687 * 1044.4742 *      3407 * 1618364802.843973 *
*   631844 *        5 *    101292 *        57 *      4165 * 32.545425 * 938.79022 *      3267 * 1618365945.899390 *
*   631871 *        6 *    101292 *        59 *      1004 * 32.181278 * 1021.2790 *      3541 * 1618366786.367966 *
*   631929 *        4 *    101293 *         0 *     11346 * 32.859882 * 1094.5103 *      3552 * 1618369674.049703 *
*   632019 *        6 *    101294 *        39 *      9595 * 32.643093 * 1094.8657 *      3313 * 1618416523.182267 *
*   632078 *        0 *    101294 *        44 *      1103 * 32.628128 * 1000.6396 *      3525 * 1618418808.765812 *
*   632411 *        7 *    101296 *        22 *     12532 * 32.612461 *  1012.237 *      3489 * 1618435471.552290 *
*   632420 *        4 *    101296 *        23 *      7661 * 32.825950 * 1056.7198 *      3486 * 1618436071.263942 *
*   632665 *        8 *    101296 *        44 *      8318 * 32.356796 * 1069.2575 *      3520 * 1618447499.232727 *
*   632703 *        0 *    101296 *        47 *      7816 * 32.601745 * 1117.1003 *      3468 * 1618449065.118632 *
*   632707 *        0 *    101296 *        47 *      9188 * 32.337150 * 999.54351 *      3565 * 1618449125.236468 *
*   632854 *        7 *    101297 *         9 *     10036 * 32.488475 * 970.66845 *      3530 * 1618463447.277608 *
*   632897 *        4 *    101297 *        14 *      1134 * 32.293552 * 1048.8613 *      3426 * 1618465794.559871 *
*   632927 *       11 *    101297 *        16 *     12189 * 32.790287 * 1042.4378 *      3547 * 1618467295.973586 *
*   632983 *        3 *    101297 *        23 *      5659 * 32.660774 * 1203.6359 *      3532 * 1618470723.123361 *
*   633193 *        4 *    101297 *        41 *      3846 * 32.485286 * 869.63977 *      3403 * 1618479804.496341 *
*   633222 *        7 *    101297 *        44 *      3465 * 32.583553 * 836.61206 *      3539 * 1618481249.244172 *
*   633229 *        3 *    101297 *        44 *      6226 * 32.582092 * 930.13232 *      3437 * 1618481368.684082 *
*   633240 *        2 *    101297 *        45 *      7988 * 33.028293 * 1225.2686 *      3471 * 1618481969.460451 *
*   633264 *        8 *    101297 *        47 *     11127 * 32.857017 * 980.78955 *      3456 * 1618483111.574454 *
*   633290 *        7 *    101297 *        50 *      6566 * 32.225898 * 1047.3570 *      3544 * 1618484374.065106 *
*   633305 *        4 *    101297 *        51 *     11533 * 32.503654 * 1052.6494 *      3490 * 1618485097.202769 *
*   633319 *       14 *    101297 *        53 *      3540 * 32.698513 * 1138.6707 *      3494 * 1618485758.267601 *
*   633345 *       13 *    101297 *        55 *      8114 * 32.430145 * 1005.9976 *      3455 * 1618486959.094626 *
*   634077 *        3 *    101299 *         8 *      7319 * 32.820251 * 924.13922 *      3539 * 1618524184.675187 *
*   634615 *        2 *    101299 *        46 *     12368 * 32.356361 * 1026.4000 *      3532 * 1618544687.971301 *
*   634778 *       15 *    101299 *        60 *     11153 * 32.063415 * 1122.0545 *      3556 * 1618552865.785475 *
*   634870 *        5 *    101300 *         3 *      1996 * 32.349628 * 969.86334 *      3323 * 1618556713.486913 *
*   634986 *        5 *    101300 *        11 *      1966 * 32.395187 * 974.37994 *      3404 * 1618561947.703473 *
*   635122 *       13 *    101300 *        21 *      2155 * 32.428215 * 1162.0756 *      3508 * 1618570663.677854 *
*   635565 *        0 *    101301 *        12 *      6607 * 32.676792 * 1070.4475 *      3446 * 1618597482.582601 *
*   635588 *        1 *    101301 *        15 *     10957 * 32.552681 * 1045.7174 *      3472 * 1618599227.298517 *
*   635627 *        6 *    101301 *        19 *      6866 * 32.437896 * 999.13983 *      3498 * 1618601331.725658 *
*   635716 *        1 *    101301 *        29 *     11077 * 32.421905 * 1011.8239 *      3445 * 1618607406.047078 *
*   635857 *        4 *    101302 *        14 *      5225 * 32.569175 * 1012.3375 *      3471 * 1618619489.360384 *
*   635936 *        5 *    101302 *        23 *      8263 * 32.397808 * 1300.1168 *      3570 * 1618624662.206737 *
*   635952 *        2 *    101302 *        25 *     10723 * 32.412197 * 1036.3117 *      3415 * 1618625983.731752 *
*   636019 *        1 *    101303 *         1 *      5431 * 31.970005 * 1258.3719 *      3477 * 1618633053.285610 *
*   636083 *        5 *    101303 *        20 *      5221 * 32.418689 * 1011.1513 *      3575 * 1618646846.786505 *
*   636188 *       15 *    101303 *        36 *      9976 * 32.488128 * 1057.9665 *      3397 * 1618655927.644184 *
*   636211 *        7 *    101303 *        41 *      8195 * 32.355331 * 1012.6263 *      3491 * 1618658571.303466 *
*   636258 *        5 *    101303 *        48 *     12722 * 32.694419 * 1105.3569 *      3544 * 1618662600.770031 *
*   636651 *        8 *    101305 *        21 *      2640 * 32.273235 * 887.27191 *      3526 * 1618697962.754552 *
*   636687 *        1 *    101305 *        25 *     10851 * 32.932964 * 872.93957 *      3541 * 1618700792.995681 *
*   636692 *        5 *    101305 *        26 *      6719 * 32.415164 * 865.68414 *      3492 * 1618701211.940293 *
*   636899 *        4 *    101306 *        15 *      8131 * 32.437660 * 776.73358 *      3495 * 1618718115.167899 *
*   636954 *        3 *    101306 *        24 *      1306 * 32.359119 * 732.50665 *      3532 * 1618722747.591879 *
*   636965 *       36 *    101306 *        24 *     11220 * 32.676101 * 823.28741 *      3354 * 1618723169.319779 *
*   637023 *        1 *    101307 *         1 *      1245 * 32.713043 * 762.66717 *      3430 * 1618728881.251583 *
*   637068 *        0 *    101307 *         8 *      5205 * 32.675914 * 831.10156 *      3492 * 1618732731.667804 *
*   637129 *        1 *    101307 *        18 *     13550 * 32.587936 * 779.76928 *      3544 * 1618738564.565228 *
*   637199 *        1 *    101308 *        13 *      2661 * 32.038162 * 689.14257 *      3390 * 1618757743.798626 *
*   637213 *        0 *    101309 *         0 *      7089 * 32.770996 * 855.45935 *      3493 * 1618760388.075536 *
*   637226 *        0 *    101309 *         1 *     12484 * 32.314151 * 804.64953 *      3511 * 1618761172.781121 *
*   637247 *        3 *    101309 *         5 *      3925 * 32.983890 * 614.71203 *      3407 * 1618763095.147026 *
*   637252 *       37 *    101309 *         6 *     10822 * 32.615272 * 867.45813 *      3544 * 1618763935.447368 *
*   637252 *       39 *    101309 *         6 *     10822 * 32.615272 * 867.45813 *      3544 * 1618763935.447368 *
*   637280 *        1 *    101309 *        11 *     13673 * 32.474781 * 788.15356 *      3474 * 1618766945.188262 *
*   637281 *        4 *    101309 *        12 *      1139 * 32.555412 * 812.57928 *      3531 * 1618767005.477366 *
*   637337 *        7 *    101309 *        18 *      9069 * 32.604560 * 883.32629 *      3463 * 1618770793.567091 *
*   637375 *        1 *    101309 *        22 *     12022 * 32.379268 * 870.07775 *      3547 * 1618773256.181480 *
*   637428 *        0 *    101309 *        32 *      1387 * 32.475849 * 819.56976 *      3570 * 1618778611.579217 *
*   637440 *        1 *    101309 *        34 *       962 * 32.610084 * 880.89361 *      3552 * 1618779931.012762 *
*   637486 *        2 *    101309 *        38 *      9537 * 32.581745 * 804.01562 *      3406 * 1618782963.312868 *
*   637515 *        3 *    101310 *         2 *      1225 * 32.397720 * 579.25048 *      3522 * 1618785202.963441 *
*   637527 *        1 *    101310 *         6 *      9485 * 32.421814 * 563.51843 *      3456 * 1618788770.977645 *
*   637579 *        4 *    101311 *         1 *      1230 * 32.421764 * 480.47988 *      3508 * 1618793280.241261 *
*   637587 *       38 *    101311 *         2 *      9862 * 32.583595 * 507.61721 *      3548 * 1618794180.234659 *
*   637596 *        7 *    101311 *         4 *     10924 * 32.749546 * 472.68881 *      3492 * 1618795324.619808 *
*   637607 *        6 *    101311 *         6 *      5251 * 32.473590 * 539.71972 *      3433 * 1618796166.799362 *
*   637646 *        3 *    101311 *        11 *     13856 * 32.622642 * 536.70013 *      3480 * 1618799231.838059 *
*   637656 *        2 *    101311 *        13 *      1027 * 32.585681 * 515.16333 *      3538 * 1618799833.724554 *
*   637787 *       37 *    101311 *        35 *      7959 * 32.288730 * 582.79956 *      3520 * 1618813539.847371 *
*   637789 *        4 *    101311 *        35 *     11847 * 32.872356 * 430.41439 *      3516 * 1618813719.964974 *
*   637839 *        0 *    101311 *        41 *      7745 * 32.757076 * 510.89657 *      3415 * 1618817206.844756 *
*   637849 *        1 *    101311 *        43 *      3581 * 32.721866 * 471.06231 *      3499 * 1618818292.501377 *
*   637889 *        4 *    101312 *         3 *      2825 * 32.426967 * 494.68014 *      3480 * 1618822681.339481 *
*   638035 *        9 *    101313 *        16 *     12086 * 32.727092 * 500.48806 *      3472 * 1618840356.395940 *
*   638038 *       22 *    101313 *        17 *      2395 * 32.662731 * 504.57672 *      3402 * 1618840477.819316 *
*   638054 *        2 *    101313 *        20 *      5354 * 32.608364 * 547.54992 *      3464 * 1618842341.690679 *
*   638130 *        8 *    101314 *         6 *      5043 * 32.786518 * 555.57324 *      3559 * 1618850759.685890 *
*   638193 *       20 *    101315 *         8 *      5552 * 32.578689 * 456.35546 *      3463 * 1618858876.420131 *
*   638282 *        3 *    101315 *        24 *      6235 * 32.518348 * 491.34246 *      3476 * 1618867719.249029 *
*   638351 *       21 *    101316 *         1 *     11603 * 32.945159 * 396.06240 *      3471 * 1618874271.113218 *
*   639258 *        1 *    101322 *        16 *     12061 * 32.481750 * 1010.3762 *      3452 * 1618945255.056453 *
*   639370 *       27 *    101323 *         4 *      1060 * 32.245689 * 1175.9749 *      3387 * 1618960393.527825 *
*   639868 *        9 *    101328 *         1 *      8167 * 32.496486 * 1009.1174 *      3449 * 1619053599.038543 *
*   639924 *        4 *    101329 *         5 *     12759 * 32.806858 * 1083.8692 *      3460 * 1619063458.702106 *
*   640083 *       11 *    101329 *        40 *      5102 * 32.062797 * 820.48559 *      3421 * 1619085650.510235 *
*   640370 *        9 *    101330 *        61 *      9233 * 32.687492 * 1223.5443 *      3502 * 1619151496.207489 *
*   641555 *       12 *    101334 *         6 *     12379 * 34.597900 * 1020.5998 *      3398 * 1619297526.886878 *
*   641589 *        3 *    101335 *         1 *     10893 * 32.506877 * 1015.3183 *      3531 * 1619299404.506441 *
*   641985 *        2 *    101335 *        27 *      1158 * 32.370502 * 1039.4456 *      3474 * 1619317098.964003 *
*   642140 *       17 *    101335 *        38 *      3001 * 32.581909 * 1094.2454 *      3509 * 1619323700.360753 *
*   643338 *       15 *    101336 *        42 *      7574 * 32.982151 * 930.50567 *      3421 * 1619383101.668713 *
*   644179 *        3 *    101338 *        18 *     10809 * 32.483108 * 980.92883 *      3456 * 1619424709.940248 *
*   644210 *       18 *    101338 *        21 *      5398 * 32.441894 * 981.38317 *      3446 * 1619426214.059031 *
*   644336 *       11 *    101338 *        30 *     10182 * 32.693779 * 1022.5205 *      3439 * 1619431684.623237 *
*   644345 *       25 *    101338 *        31 *      2368 * 31.818464 * 1093.5367 *      3380 * 1619431985.461632 *
*   644423 *        3 *    101338 *        37 *      6349 * 30.789806 * 1048.6047 *      3534 * 1619435773.655218 *
*   644555 *        0 *    101338 *        47 *      6618 * 32.665630 * 1070.0191 *      3419 * 1619441726.983993 *
*   644591 *        1 *    101338 *        50 *      8970 * 32.680732 * 1134.2154 *      3394 * 1619443650.677910 *
*   645024 *        8 *    101341 *         0 *      9791 * 32.688942 * 484.72903 *      3365 * 1619470417.068461 *
*   645110 *        0 *    101341 *        10 *      2360 * 32.451046 * 379.23974 *      3506 * 1619476007.701042 *
*   645110 *       32 *    101341 *        10 *      2360 * 32.451046 * 379.23974 *      3506 * 1619476007.701042 *
*   645116 *       17 *    101341 *        10 *      5308 * 32.475578 * 415.38851 *      3468 * 1619476129.893140 *
*   645202 *        0 *    101342 *         0 *      5839 * 32.539356 * 410.52728 *      3484 * 1619482083.537107 *
*   645243 *       10 *    101342 *         6 *      1086 * 32.657089 * 379.96569 *      3509 * 1619485210.854099 *
*   645253 *        4 *    101342 *         7 *     10654 * 32.335567 * 511.47979 *      3444 * 1619486173.775754 *
*   645258 *       12 *    101342 *         8 *      5133 * 32.324497 * 573.97338 *      3413 * 1619486536.264651 *
*   645264 *       17 *    101342 *         9 *      5285 * 32.692661 * 474.82342 *      3381 * 1619487138.106288 *
*   645294 *       25 *    101342 *        13 *      1153 * 34.745834 * 496.31332 *      3398 * 1619489364.561990 *
*   645326 *       31 *    101343 *         4 *      1054 * 32.334251 * 498.38589 *      3452 * 1619493812.203069 *
*   645398 *       10 *    101343 *        12 *      2488 * 33.658989 * 481.69259 *      3573 * 1619499769.183197 *
*   645451 *        1 *    101343 *        18 *     10256 * 32.509582 * 492.08575 *      3475 * 1619504036.857205 *
*   645460 *       11 *    101343 *        19 *     12457 * 32.664054 * 524.23284 *      3447 * 1619504881.361511 *
*   645497 *       10 *    101343 *        22 *      8015 * 32.542770 * 433.96112 *      3510 * 1619506684.078097 *
*   645503 *        4 *    101343 *        23 *      5280 * 32.191509 * 500.59979 *      3522 * 1619507224.048243 *
*   645587 *        3 *    101344 *         2 *     11152 * 32.496582 * 389.62487 *      3475 * 1619514565.263411 *
*   645613 *        9 *    101345 *         4 *      2357 * 32.381889 * 473.55648 *      3350 * 1619518830.854809 *
*   645671 *        0 *    101345 *        12 *      7771 * 32.471008 * 516.78576 *      3438 * 1619523641.664780 *
*   645751 *       24 *    101345 *        22 *     12679 * 32.430927 * 536.92047 *      3427 * 1619530017.268776 *
*   645752 *        1 *    101345 *        23 *       855 * 32.374115 * 543.48303 *      3523 * 1619530074.136420 *
*   645752 *       12 *    101345 *        23 *       855 * 32.374115 * 543.48303 *      3523 * 1619530074.136420 *
*   645793 *       24 *    101345 *        28 *     13187 * 32.485527 * 594.01702 *      3478 * 1619533802.399442 *
*   645831 *        0 *    101345 *        31 *      9509 * 32.406906 * 449.04266 *      3486 * 1619535367.409611 *
*   645887 *       18 *    101345 *        38 *      7510 * 32.327297 * 535.55389 *      3508 * 1619539816.983975 *
*   645907 *        0 *    101345 *        40 *       991 * 32.944393 * 584.95428 *      3496 * 1619540899.670229 *
*   645921 *       19 *    101345 *        41 *      3909 * 32.311580 * 541.23510 *      3448 * 1619541742.006735 *
*   645956 *        0 *    101345 *        45 *      1204 * 32.582321 * 448.57861 *      3491 * 1619544387.684057 *
*   645987 *       12 *    101345 *        48 *      4862 * 32.712097 * 532.12255 *      3526 * 1619546613.929702 *
*   646031 *        6 *    101347 *         0 *      6743 * 32.472198 * 530.81982 *      3476 * 1619573112.698532 *
*   646058 *        3 *    101347 *         4 *      4024 * 32.510479 * 517.28521 *      3307 * 1619575233.890559 *
*   646092 *        4 *    101347 *         9 *      7960 * 32.571659 * 241.83183 *      3520 * 1619578383.415144 *
*   646198 *        2 *    101347 *        19 *      1327 * 32.356231 * 550.64355 *      3480 * 1619584502.875667 *
*   646258 *       14 *    101347 *        25 *     12211 * 32.583194 * 349.11502 *      3489 * 1619588684.182115 *
*   646270 *        0 *    101347 *        27 *      3855 * 32.372058 * 523.75170 *      3013 * 1619589593.291036 *
*   646299 *        5 *    101347 *        31 *     10840 * 32.633750 * 608.51385 *      3495 * 1619592318.402375 *
*   646328 *        1 *    101347 *        35 *     10336 * 32.505115 * 453.37298 *      3503 * 1619594861.698385 *
*   646400 *        1 *    101347 *        45 *      1193 * 32.707725 * 380.87332 *      3499 * 1619600923.208448 *
*   646433 *       17 *    101347 *        47 *      6230 * 32.298061 * 636.43627 *      3388 * 1619602377.941101 *
*   646460 *        3 *    101347 *        51 *      8828 * 32.148773 * 481.83688 *      3455 * 1619605226.407542 *
*   646466 *        0 *    101347 *        52 *      2715 * 32.592708 * 474.34692 *      3505 * 1619605650.035320 *
*   646503 *        3 *    101347 *        55 *     14290 * 32.707355 * 383.67617 *      3522 * 1619608194.671768 *
*   646629 *        1 *    101348 *        13 *     13276 * 32.707290 * 547.88861 *      3506 * 1619623890.447596 *
*   646665 *        4 *    101348 *        18 *      3768 * 32.332794 * 559.14154 *      3532 * 1619626800.063542 *
*   646726 *        9 *    101349 *         0 *        20 * 32.456848 * 479.96319 *      3421 * 1619643980.534435 *
*   646800 *        2 *    101349 *         9 *      1157 * 32.541767 * 461.47509 *      3436 * 1619648954.293056 *
*   646811 *       17 *    101349 *        10 *      2221 * 32.358764 * 551.58691 *      3343 * 1619649558.105928 *
*   646860 *        3 *    101349 *        17 *      1079 * 32.534343 * 515.84649 *      3474 * 1619653502.669187 *
*   646876 *        8 *    101349 *        18 *      9141 * 32.799171 * 418.75167 *      3492 * 1619654472.166243 *
*   647071 *        8 *    101349 *        44 *      6815 * 32.606300 * 505.67538 *      3486 * 1619670304.260030 *
*   647110 *        1 *    101349 *        49 *      9710 * 32.556247 * 557.30127 *      3365 * 1619673011.004431 *
*   647260 *        2 *    101350 *         5 *      2059 * 32.613414 * 612.62561 *      3475 * 1619684919.100131 *
*   647403 *        1 *    101352 *         2 *      8607 * 32.720897 * 598.31579 *      3468 * 1619694842.578027 *
*   647409 *        0 *    101352 *         3 *      6974 * 32.813774 * 528.05682 *      3481 * 1619695262.530903 *
*   647415 *       19 *    101352 *         4 *      3794 * 31.713813 * 552.61785 *      3510 * 1619695682.489827 *
*   647421 *        0 *    101352 *         4 *     13791 * 32.375560 * 437.90664 *      3438 * 1619696104.565912 *
*   647548 *        8 *    101353 *         4 *      5145 * 32.243923 * 585.04412 *      3526 * 1619706384.822985 *
*   647574 *        6 *    101353 *         8 *      1179 * 32.600116 * 356.12863 *      3558 * 1619708371.396423 *
*   647636 *       10 *    101353 *        19 *      2610 * 32.383422 * 355.81564 *      3135 * 1619715106.032982 *
*   647690 *        6 *    101353 *        25 *      5379 * 32.907741 * 501.03091 *      3470 * 1619719071.982916 *
*   647709 *       15 *    101353 *        28 *     12384 * 32.318237 * 539.14660 *      3481 * 1619721115.980172 *
*   647746 *        6 *    101353 *        34 *      5385 * 32.554962 * 560.39263 *      3458 * 1619724244.087418 *
*   647764 *       12 *    101353 *        37 *      8231 * 32.696975 * 504.19833 *      3493 * 1619726226.984559 *
*   647777 *        2 *    101353 *        38 *      8047 * 33.443298 * 447.31030 *      3559 * 1619726828.039300 *
*   647780 *        2 *    101353 *        38 *     11090 * 32.103172 * 519.69299 *      3531 * 1619726950.906084 *
*   647785 *        6 *    101353 *        39 *     10569 * 32.566799 * 436.74160 *      3539 * 1619727489.156802 *
