*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   679198 *        2 *    101432 *        13 *     10723 * 30.560508 * 558.74774 *      3450 * 1622348464.984691 *
*   679231 *        3 *    101432 *        17 *      5414 * 32.579891 * 438.63113 *      3514 * 1622350450.883048 *
*   679266 *        2 *    101432 *        20 *      9525 * 32.589878 * 543.72912 *      3440 * 1622352315.449185 *
*   679276 *        1 *    101432 *        21 *     10448 * 32.566928 * 498.17565 *      3511 * 1622352915.256486 *
*   679277 *       14 *    101432 *        21 *     11765 * 32.545887 * 516.60058 *      3457 * 1622352974.093761 *
*   679314 *       12 *    101432 *        25 *     14249 * 32.472206 * 588.61029 *      3552 * 1622355383.509889 *
*   679334 *       10 *    101432 *        27 *      9272 * 32.163986 * 500.99887 *      3485 * 1622356403.277268 *
*   679348 *        1 *    101432 *        28 *     13117 * 32.697578 * 488.01229 *      3471 * 1622357126.725767 *
*   679396 *        0 *    101432 *        34 *      2658 * 32.454460 * 604.68365 *      3553 * 1622360013.734214 *
*   679465 *        2 *    101432 *        40 *     11702 * 32.252109 * 448.07675 *      3416 * 1622363680.504640 *
*   679492 *       25 *    101432 *        43 *         7 * 32.615116 * 476.35522 *      3455 * 1622364705.904217 *
*   679515 *        3 *    101432 *        54 *      1127 * 32.344047 * 505.59683 *      3433 * 1622374013.226916 *
*   679575 *        5 *    101432 *        60 *      7943 * 32.317325 * 353.30773 *      3567 * 1622377858.194562 *
*   679606 *        4 *    101432 *        63 *     11626 * 32.740776 * 476.76440 *      3530 * 1622380146.771854 *
*   679650 *        1 *    101433 *         4 *      2410 * 32.882309 * 478.54623 *      3539 * 1622382791.416182 *
*   679683 *       11 *    101433 *         7 *      3760 * 32.154995 * 555.77221 *      3488 * 1622384836.125605 *
*   679686 *        4 *    101433 *         8 *      2208 * 32.722011 * 557.65014 *      3422 * 1622385376.271122 *
*   679690 *        2 *    101433 *         8 *     10402 * 32.557094 * 507.85644 *      3503 * 1622385736.568172 *
*   679695 *        6 *    101433 *         9 *      7146 * 30.126464 * 488.23672 *      3431 * 1622386277.601374 *
*   679746 *        3 *    101433 *        14 *      3854 * 32.414196 * 538.44915 *      3465 * 1622389477.830740 *
*   679768 *        3 *    101433 *        15 *     11625 * 32.417659 * 627.34759 *      3450 * 1622390507.653671 *
*   679791 *        1 *    101433 *        17 *     13154 * 32.213642 * 456.61010 *      3459 * 1622391900.302870 *
*   679848 *       13 *    101433 *        25 *      2280 * 31.980510 * 459.66284 *      3509 * 1622396685.750294 *
*   679933 *       18 *    101433 *        35 *     11747 * 32.687580 * 518.49871 *      3412 * 1622403291.769497 *
*   679936 *        6 *    101433 *        36 *      4967 * 32.658607 * 380.62344 *      3467 * 1622403592.846512 *
*   680046 *        5 *    101433 *        48 *     13901 * 32.571342 * 501.57324 *      3456 * 1622411709.510486 *
*   680060 *        9 *    101434 *         0 *      3875 * 32.581886 * 532.23199 *      3483 * 1622415256.243958 *
*   680141 *        1 *    101434 *         9 *      6259 * 32.165187 * 545.33453 *      3467 * 1622420849.534677 *
*   680141 *       10 *    101434 *         9 *      6259 * 32.165187 * 545.33453 *      3467 * 1622420849.534677 *
*   680277 *        0 *    101434 *        27 *      4882 * 32.609447 * 560.85485 *      3441 * 1622432574.464777 *
*   680304 *        9 *    101434 *        30 *      6095 * 32.578563 * 505.43145 *      3564 * 1622434496.641695 *
*   680324 *        3 *    101434 *        33 *      7993 * 32.473518 * 441.49780 *      3367 * 1622436423.480581 *
*   680416 *        4 *    101434 *        42 *     11799 * 32.293346 * 572.73065 *      3539 * 1622441952.514143 *
*   680417 *        0 *    101434 *        42 *     13255 * 32.431663 * 570.75561 *      3440 * 1622442014.293418 *
*   680421 *       26 *    101434 *        43 *      9202 * 32.676006 * 577.57891 *      3465 * 1622442436.501506 *
*   680473 *        1 *    101434 *        48 *      6802 * 32.518821 * 560.71582 *      3466 * 1622445262.400698 *
*   680502 *        6 *    101434 *        52 *       984 * 32.959476 * 541.66198 *      3398 * 1622447605.214390 *
*   680522 *        4 *    101434 *        56 *     16529 * 32.475353 * 486.40335 *      3376 * 1622451634.662252 *
*   680552 *        4 *    101434 *        59 *     13048 * 32.280498 * 536.83392 *      3562 * 1622453380.578487 *
*   680553 *        1 *    101434 *        60 *       895 * 32.360431 * 483.01809 *      3421 * 1622453437.733260 *
*   680562 *        1 *    101434 *        61 *     10527 * 32.467292 * 524.39434 *      3441 * 1622454520.710546 *
*   680611 *        3 *    101435 *         3 *      7567 * 33.164535 * 459.62057 *      3546 * 1622458367.624051 *
*   680618 *        3 *    101435 *         5 *      2411 * 33.670684 * 613.84478 *      3425 * 1622459331.202026 *
*   680644 *        2 *    101435 *         8 *      8907 * 32.453872 * 544.47790 *      3507 * 1622461494.226743 *
*   680649 *        2 *    101435 *         9 *      2511 * 32.803474 * 537.66699 *      3512 * 1622461855.771670 *
*   680677 *        3 *    101435 *        11 *     13203 * 32.858795 * 470.18826 *      3554 * 1622463541.451493 *
*   680692 *        2 *    101435 *        13 *      7563 * 32.716281 * 544.32891 *      3538 * 1622464621.072077 *
*   680695 *        0 *    101435 *        13 *      9069 * 32.623165 * 486.73245 *      3495 * 1622464683.267940 *
*   680701 *        2 *    101435 *        14 *      3679 * 32.859184 * 496.46456 *      3523 * 1622465043.362317 *
*   680747 *        0 *    101435 *        20 *      2280 * 32.346157 * 518.66284 *      3494 * 1622468650.912773 *
*   680773 *        0 *    101435 *        23 *      6351 * 32.373493 * 476.83456 *      3472 * 1622470695.284089 *
*   680848 *        4 *    101435 *        30 *      6170 * 32.570671 * 549.72125 *      3563 * 1622474784.875519 *
*   680872 *       12 *    101435 *        34 *      2713 * 32.502956 * 527.27929 *      3484 * 1622476888.996389 *
*   680882 *        3 *    101435 *        39 *     12727 * 32.677394 * 488.98867 *      3510 * 1622481879.378713 *
*   680976 *       13 *    101436 *         5 *     11302 * 32.662612 * 504.43920 *      3448 * 1622507216.219268 *
*   681043 *       20 *    101436 *        13 *     14328 * 32.251758 * 420.07244 *      3497 * 1622513290.951694 *
*   681051 *       35 *    101436 *        15 *       849 * 32.620552 * 591.90832 *      3487 * 1622513950.387599 *
*   681055 *        2 *    101436 *        15 *      3631 * 32.292419 * 522.65344 *      3511 * 1622514072.805992 *
*   681063 *       12 *    101436 *        16 *      1346 * 32.629253 * 499.08154 *      3450 * 1622514674.383633 *
*   681068 *        1 *    101437 *         0 *      3417 * 32.266441 * 510.96130 *      3519 * 1622515697.110238 *
*   681083 *        9 *    101437 *         2 *      7654 * 32.474117 * 494.75085 *      3435 * 1622517257.274025 *
*   681084 *        0 *    101437 *         2 *      7896 * 32.666496 * 545.78100 *      3502 * 1622517260.706712 *
*   681126 *        7 *    101437 *         7 *     12224 * 32.602535 * 554.77917 *      3475 * 1622520746.961920 *
*   681147 *        7 *    101437 *         9 *      6546 * 32.751976 * 523.53332 *      3577 * 1622521770.342672 *
*   681171 *        0 *    101437 *        13 *      9323 * 32.691852 * 629.40399 *      3405 * 1622524234.110596 *
*   681184 *        0 *    101437 *        15 *      6359 * 32.268459 *  565.4021 *      3501 * 1622525315.450333 *
*   681190 *        4 *    101437 *        16 *     10660 * 32.490531 * 570.59552 *      3458 * 1622526156.844978 *
*   681263 *        6 *    101437 *        25 *      1067 * 32.387641 * 558.26709 *      3449 * 1622531150.260271 *
*   681270 *        1 *    101437 *        26 *      3965 * 32.449310 * 520.69976 *      3500 * 1622531871.102484 *
*   681311 *        9 *    101437 *        31 *      3741 * 32.712226 * 563.21984 *      3446 * 1622534998.900101 *
*   681347 *        2 *    101437 *        35 *      8111 * 33.747371 * 575.08081 *      3455 * 1622537521.349048 *
*   681361 *        9 *    101437 *        37 *      2658 * 32.522750 * 562.65222 *      3452 * 1622538427.211402 *
*   681388 *        3 *    101437 *        40 *      3774 * 32.613044 * 481.76220 *      3530 * 1622540289.489038 *
*   681401 *        5 *    101437 *        42 *      8136 * 32.355056 * 579.63269 *      3532 * 1622541612.863692 *
*   681409 *        3 *    101437 *        43 *      6498 * 34.020191 * 372.07852 *      3268 * 1622542153.396788 *
*   681436 *        1 *    101437 *        47 *      3952 * 32.613979 * 557.74133 *      3468 * 1622544498.847622 *
*   681485 *        2 *    101437 *        53 *      9279 * 32.487388 * 490.00479 *      3414 * 1622548349.105727 *
*   681573 *        2 *    101438 *         0 *     11642 * 32.470584 * 598.67865 *      3538 * 1622555923.135574 *
*   681573 *        4 *    101438 *         0 *     11642 * 32.470584 * 598.67865 *      3538 * 1622555923.135574 *
*   681594 *        5 *    101438 *         2 *     11495 * 32.465168 * 583.02923 *      3474 * 1622557245.699355 *
*   681618 *       18 *    101438 *         5 *      5238 * 32.672435 * 457.91494 *      3405 * 1622558931.478118 *
*   681619 *       26 *    101438 *         5 *      6390 * 32.457305 * 496.30368 *      3521 * 1622558988.017909 *
*   681689 *        0 *    101439 *         3 *     10516 * 32.528160 * 559.74316 *      3540 * 1622564402.201807 *
*   681707 *       13 *    101439 *         5 *     11842 * 32.500438 * 515.80304 *      3400 * 1622565665.804448 *
*   681714 *        2 *    101439 *         6 *      6413 * 32.584297 * 535.17553 *      3373 * 1622565965.643919 *
*   681723 *        2 *    101439 *         7 *      3725 * 32.314327 * 432.58987 *      3505 * 1622566445.907294 *
*   681723 *       12 *    101439 *         7 *      3725 * 32.314327 * 432.58987 *      3505 * 1622566445.907294 *
*   681738 *        9 *    101439 *         9 *      5140 * 32.081749 * 482.81561 *      3496 * 1622567708.081905 *
*   681745 *        0 *    101439 *        10 *     10257 * 32.486434 * 517.07238 *      3567 * 1622568550.427196 *
*   681752 *       22 *    101439 *        11 *     10172 * 32.351482 * 525.80493 *      3560 * 1622569150.260137 *
*   681794 *        4 *    101439 *        16 *     10996 * 32.670200 * 563.80065 *      3529 * 1622572217.822883 *
*   681850 *        2 *    101439 *        24 *      5111 * 32.512500 * 473.51037 *      3523 * 1622577570.754653 *
*   681858 *        5 *    101439 *        26 *      4700 * 32.420349 * 524.12786 *      3350 * 1622578774.816133 *
*   681860 *        3 *    101439 *        26 *      8649 * 32.419193 * 491.28765 *      3464 * 1622578955.606338 *
*   681904 *       28 *    101439 *        32 *      5193 * 32.606010 * 458.51644 *      3511 * 1622582563.055239 *
*   681916 *        0 *    101439 *        34 *      4967 * 32.608825 * 495.06509 *      3461 * 1622583761.431460 *
*   681927 *        3 *    101439 *        35 *     13016 * 32.754642 * 533.77557 *      3488 * 1622584903.322212 *
*   681928 *        2 *    101439 *        36 *      2365 * 31.783275 * 373.03530 *      3548 * 1622585080.140964 *
*   681958 *        0 *    101439 *        39 *     12999 * 32.774295 * 557.02728 *      3554 * 1622587421.092237 *
*   682001 *        0 *    101439 *        45 *      2490 * 32.343410 * 503.30719 *      3490 * 1622590484.636554 *
*   682030 *        1 *    101439 *        49 *      4817 * 32.427681 * 568.04687 *      3562 * 1622593130.120209 *
*   682104 *        9 *    101439 *        62 *      5001 * 32.612812 * 457.14794 *      3523 * 1622602149.290244 *
*   682108 *       16 *    101439 *        62 *     10376 * 32.304710 * 483.16674 *      3471 * 1622602391.328568 *
*   682130 *        0 *    101440 *         1 *      2242 * 32.839427 * 508.82647 *      3420 * 1622603831.684473 *
*   682131 *        1 *    101440 *         1 *      2442 * 32.427906 *  502.1651 *      3377 * 1622603834.959065 *
*   682183 *       13 *    101440 *         7 *      7694 * 32.436584 * 550.19909 *      3507 * 1622607740.191062 *
*   682228 *        0 *    101440 *        13 *      1211 * 32.254337 * 545.72894 *      3542 * 1622611410.366208 *
*   682230 *        8 *    101440 *        13 *      2411 * 32.444213 * 557.53576 *      3552 * 1622611469.467158 *
*   682289 *       11 *    101440 *        22 *      6428 * 32.766353 * 518.88604 *      3400 * 1622618084.527154 *
*   682296 *        1 *    101440 *        23 *      2535 * 32.384597 * 518.43127 *      3486 * 1622618564.096603 *
*   682440 *       10 *    101440 *        50 *     11002 * 32.565570 * 542.72882 *      3430 * 1622639888.886584 *
*   682458 *        8 *    101440 *        53 *      3898 * 32.561378 * 508.29583 *      3447 * 1622641344.324972 *
*   682553 *        4 *    101440 *        62 *      9338 * 32.479198 * 535.66967 *      3494 * 1622646797.395409 *
*   682582 *        8 *    101441 *         1 *      5123 * 32.773433 * 526.39910 *      3497 * 1622648372.713675 *
*   682599 *        0 *    101441 *         3 *      1118 * 32.432266 * 502.93530 *      3453 * 1622649344.410524 *
*   682599 *        5 *    101441 *         3 *      1118 * 32.432266 * 502.93530 *      3453 * 1622649344.410524 *
*   682652 *       17 *    101441 *         8 *      6114 * 32.668758 * 611.96814 *      3555 * 1622652494.627605 *
*   682655 *        8 *    101441 *         8 *     10267 * 32.582687 * 518.94165 *      3476 * 1622652678.924932 *
*   682657 *        3 *    101441 *         8 *     13041 * 32.507946 * 485.63189 *      3539 * 1622652799.712021 *
*   682673 *        1 *    101441 *         9 *     24636 * 32.683391 * 595.53320 *      3520 * 1622653890.411952 *
*   682706 *       10 *    101442 *         0 *      8144 * 32.595787 * 436.74414 *      3485 * 1622656256.523626 *
*   682721 *        6 *    101442 *         1 *      9780 * 32.484882 * 493.82803 *      3465 * 1622656922.781784 *
*   682743 *        5 *    101442 *         3 *      5014 * 32.119617 * 391.70550 *      3533 * 1622657891.145973 *
*   682781 *        0 *    101442 *         9 *      2404 * 32.005924 * 533.48962 *      3519 * 1622661409.434234 *
*   682782 *       15 *    101442 *         9 *      2407 * 32.337947 * 527.17059 *      3527 * 1622661409.544087 *
*   682808 *       26 *    101442 *        11 *      2452 * 32.562774 * 496.03045 *      3532 * 1622662621.168963 *
*   682811 *        1 *    101442 *        11 *      7900 * 33.851432 * 521.55017 *      3503 * 1622662863.157806 *
*   682845 *       12 *    101442 *        15 *     10702 * 32.602878 * 502.27877 *      3427 * 1622665472.156886 *
*   682857 *       29 *    101442 *        18 *       897 * 32.198989 * 560.07110 *      3438 * 1622666864.954995 *
*   682869 *        0 *    101442 *        20 *     12604 * 32.717021 * 476.79275 *      3561 * 1622669171.550554 *
*   682885 *       23 *    101442 *        22 *     11963 * 32.471447 * 531.74786 *      3370 * 1622670381.090366 *
*   682916 *        3 *    101442 *        26 *     10851 * 32.506504 * 547.05334 *      3525 * 1622672687.966381 *
*   682954 *        0 *    101442 *        30 *      9558 * 33.507976 * 477.60186 *      3490 * 1622675173.683921 *
*   682972 *       24 *    101442 *        32 *     13614 * 32.068733 * 528.71759 *      3495 * 1622676568.824283 *
*   683061 *       16 *    101442 *        43 *      9015 * 32.346786 * 478.16482 *      3481 * 1622682749.903774 *
*   683070 *        1 *    101442 *        44 *      2610 * 32.254829 * 545.46099 *      3523 * 1622683116.769487 *
*   683070 *       23 *    101442 *        44 *      2610 * 32.254829 * 545.46099 *      3523 * 1622683116.769487 *
*   683166 *        5 *    101442 *        54 *      9522 * 32.123539 * 520.31964 *      3454 * 1622689662.644352 *
*   683175 *        5 *    101442 *        55 *     11722 * 32.048751 * 445.08889 *      3576 * 1622690387.267794 *
*   683246 *        0 *    101443 *         0 *      9213 * 32.710281 * 529.50274 *      3532 * 1622696080.800951 *
*   683251 *        1 *    101443 *         1 *     12137 * 32.657230 * 498.90753 *      3474 * 1622696865.405865 *
*   683275 *        1 *    101443 *         4 *     14218 * 32.456592 * 525.49224 *      3415 * 1622698849.117698 *
*   683289 *       14 *    101443 *         6 *      8102 * 32.202095 * 490.44043 *      3511 * 1622699931.375463 *
*   683304 *        1 *    101443 *         7 *     13064 * 32.812580 *  517.8125 *      3414 * 1622700772.865007 *
*   683311 *        1 *    101443 *         8 *     13084 * 32.591026 * 570.11889 *      3525 * 1622701435.761662 *
*   683334 *        0 *    101443 *        10 *     13470 * 32.251663 * 621.03338 *      3508 * 1622702818.821579 *
*   683351 *       26 *    101443 *        12 *     11841 * 32.827564 * 488.90628 *      3526 * 1622704022.267906 *
*   683358 *        2 *    101443 *        13 *     10309 * 32.738739 * 437.20068 *      3445 * 1622704622.198021 *
*   683437 *        1 *    101443 *        23 *     11805 * 32.597751 * 566.60693 *      3513 * 1622711598.346264 *
*   683438 *        2 *    101443 *        23 *     11858 * 32.405925 * 496.86404 *      3419 * 1622711599.447401 *
*   683446 *        5 *    101443 *        24 *     11564 * 32.767021 * 466.88583 *      3548 * 1622712261.811538 *
*   683464 *        7 *    101443 *        27 *      6833 * 32.518180 * 516.41729 *      3430 * 1622714126.341631 *
*   683471 *        1 *    101443 *        28 *     11580 * 32.735744 * 539.66662 *      3558 * 1622714907.669415 *
*   683485 *        3 *    101443 *        32 *     12962 * 32.486358 * 590.59588 *      3506 * 1622717970.360485 *
*   683530 *        1 *    101443 *        38 *      6674 * 32.583183 * 554.52618 *      3482 * 1622721577.648272 *
*   683539 *        1 *    101443 *        38 *     14637 * 32.286193 * 611.01818 *      3474 * 1622721937.778855 *
*   683548 *       12 *    101443 *        40 *      4825 * 32.572902 * 498.82611 *      3549 * 1622722956.082143 *
*   683554 *        3 *    101443 *        41 *     12347 * 32.371009 * 529.14776 *      3502 * 1622724037.124295 *
*   683656 *        3 *    101443 *        61 *      3670 * 32.649871 * 471.19039 *      3545 * 1622738621.701648 *
*   683777 *        1 *    101444 *         9 *     10381 * 32.452983 * 543.67242 *      3524 * 1622747396.814177 *
*   683812 *        0 *    101444 *        12 *     10830 * 32.765903 * 605.98468 *      3560 * 1622749201.339263 *
*   683884 *        1 *    101444 *        20 *      9694 * 32.487663 * 565.17095 *      3416 * 1622754076.057715 *
*   683901 *        0 *    101444 *        22 *      9570 * 32.757061 * 571.23999 *      3477 * 1622755096.101880 *
*   683969 *        0 *    101444 *        29 *     11000 * 32.340061 * 517.26446 *      3493 * 1622759006.995782 *
*   684007 *       13 *    101444 *        32 *      9652 *  32.21838 * 578.81585 *      3522 * 1622760569.163792 *
*   684009 *        5 *    101444 *        33 *      7651 * 32.411670 * 568.54339 *      3531 * 1622761050.240201 *
*   684050 *        8 *    101444 *        37 *     13537 * 32.664169 * 529.44311 *      3537 * 1622763394.777939 *
*   684126 *        1 *    101444 *        44 *      4981 * 32.655365 * 543.74163 *      3519 * 1622766944.940600 *
*   684153 *       22 *    101444 *        47 *      9507 * 32.729915 * 519.40972 *      3580 * 1622768746.713049 *
*   684284 *       10 *    101444 *        60 *      1230 * 32.381279 * 516.16729 *      3347 * 1622775662.487971 *
*   684315 *       12 *    101444 *        62 *      6825 * 32.428722 * 607.73626 *      3344 * 1622777105.271407 *
*   684343 *        3 *    101445 *         1 *     12069 * 32.499233 * 568.05023 *      3447 * 1622779028.803519 *
*   684435 *       12 *    101445 *        11 *      4011 * 32.602573 * 564.04077 *      3555 * 1622784198.273633 *
*   684440 *        8 *    101445 *        11 *      8251 * 32.405639 * 549.92254 *      3571 * 1622784381.171727 *
*   684472 *        4 *    101445 *        14 *      9507 * 32.458801 * 564.38324 *      3481 * 1622786122.592973 *
*   684527 *       40 *    101445 *        20 *      7646 * 32.573429 * 536.21899 *      3468 * 1622789491.616378 *
*   684565 *        5 *    101445 *        23 *      9115 * 33.804927 * 506.99639 *      3542 * 1622791413.441651 *
*   684735 *        7 *    101445 *        40 *      2218 * 32.475883 * 1049.4702 *      3524 * 1622801516.076388 *
*   684776 *        4 *    101445 *        44 *     12997 * 32.208976 * 617.68347 *      3515 * 1622804222.758328 *
*   684805 *        2 *    101445 *        48 *      6507 * 32.550960 * 569.79406 *      3512 * 1622806387.102698 *
*   684879 *        2 *    101445 *        56 *     10817 * 32.324863 * 643.70007 *      3500 * 1622811377.082776 *
*   684931 *        4 *    101445 *        62 *      6657 * 32.474987 * 483.03924 *      3565 * 1622815103.227318 *
*   684962 *        7 *    101446 *         2 *      7884 * 32.670455 * 516.42730 *      3474 * 1622817508.347754 *
*   684985 *        2 *    101446 *         4 *     10502 * 31.895343 * 554.08508 *      3539 * 1622818894.104075 *
*   685009 *        5 *    101446 *         7 *     13402 * 32.489364 * 591.05749 *      3537 * 1622820876.343807 *
*   685013 *        0 *    101446 *         8 *      6383 * 32.509407 * 494.49191 *      3510 * 1622821177.408376 *
*   685044 *        0 *    101446 *        13 *      3624 * 32.731193 * 512.84057 *      3522 * 1622824180.276142 *
*   685229 *       34 *    101446 *        44 *      3889 * 32.583808 * 518.72528 *      3492 * 1622843475.759734 *
*   685239 *       24 *    101446 *        45 *      6431 * 32.465610 * 521.89892 *      3408 * 1622844073.736414 *
*   685245 *        0 *    101446 *        47 *      3309 * 32.624851 * 565.68054 *      3489 * 1622844917.570593 *
*   685252 *        2 *    101446 *        48 *      9896 * 32.489135 * 458.19137 *      3534 * 1622846057.059440 *
*   685267 *        1 *    101446 *        53 *     12096 * 32.531040 * 568.99249 *      3456 * 1622848879.849322 *
*   685273 *        2 *    101446 *        55 *      7235 * 32.524665 * 419.88885 *      3440 * 1622849900.707462 *
*   685293 *        2 *    101447 *         1 *      2415 * 32.310585 * 535.98022 *      3545 * 1622855727.397924 *
*   685307 *        3 *    101447 *         3 *     12071 * 32.595459 * 501.76409 *      3354 * 1622857290.520366 *
*   685383 *        6 *    101447 *        14 *      5337 * 32.606304 * 482.88055 *      3425 * 1622863114.755422 *
*   685396 *        1 *    101447 *        16 *      1151 * 32.612136 * 397.73004 *      3450 * 1622864134.580461 *
*   685411 *        5 *    101447 *        18 *     13143 * 32.574996 * 548.61969 *      3477 * 1622865938.447177 *
*   685420 *        1 *    101447 *        19 *     12230 * 32.561435 * 557.68493 *      3573 * 1622866539.978556 *
*   685429 *        1 *    101447 *        21 *      3835 * 32.459686 * 540.68597 *      3474 * 1622867320.449683 *
*   685464 *        3 *    101447 *        24 *      7841 * 32.687702 * 365.20025 *      3361 * 1622869302.985355 *
*   685498 *        2 *    101447 *        29 *      7555 * 32.483154 * 559.33087 *      3386 * 1622872242.591299 *
*   685523 *        6 *    101447 *        32 *     11459 * 31.741378 * 544.15533 *      3431 * 1622874404.838360 *
*   685543 *        5 *    101449 *         6 *      9647 * 32.460254 * 466.80758 *      3386 * 1622929187.168128 *
*   685571 *        6 *    101449 *        10 *      1414 * 32.535980 * 590.89807 *      3554 * 1622931471.789978 *
*   685618 *        1 *    101449 *        14 *     10881 * 31.986415 * 504.32693 *      3523 * 1622934475.229782 *
*   685637 *        3 *    101449 *        17 *     10727 * 32.577282 * 567.15368 *      3549 * 1622936218.779512 *
*   685639 *       12 *    101449 *        18 *      3181 * 32.508487 * 545.74676 *      3515 * 1622936821.890789 *
*   685684 *       11 *    101450 *         3 *     13073 * 32.424301 * 555.45599 *      3539 * 1622947644.202201 *
*   685701 *        0 *    101450 *         6 *      3746 * 32.345809 * 577.39825 *      3466 * 1622949026.981134 *
*   685771 *        0 *    101450 *        13 *      7718 * 32.661693 * 549.94116 *      3500 * 1622953417.849987 *
*   685820 *        1 *    101450 *        18 *     11397 * 32.428737 * 571.67547 *      3484 * 1622956900.081187 *
*   685824 *       12 *    101450 *        19 *      8811 * 31.906354 * 479.16864 *      3394 * 1622957382.435732 *
*   685839 *        0 *    101450 *        21 *      6480 * 32.481704 * 485.61108 *      3424 * 1622958584.575776 *
*   685865 *        3 *    101450 *        24 *      3528 * 32.338336 *  561.3172 *      3578 * 1622960505.867178 *
*   685865 *       12 *    101450 *        24 *      3528 * 32.338336 *  561.3172 *      3578 * 1622960505.867178 *
*   685867 *        0 *    101450 *        24 *      5943 * 32.271751 * 532.03308 *      3538 * 1622960625.744777 *
*   685886 *        0 *    101450 *        26 *      5103 * 32.658817 *  509.5495 *      3483 * 1622961950.222396 *
*   685923 *        8 *    101450 *        31 *      2651 * 32.698669 * 1037.0444 *      3520 * 1622964836.020572 *
*   686061 *        2 *    101450 *        48 *       946 * 32.212230 * 477.55831 *      3429 * 1622975537.659075 *
*   686061 *       11 *    101450 *        48 *       946 * 32.212230 * 477.55831 *      3429 * 1622975537.659075 *
*   686102 *        4 *    101450 *        53 *      5074 * 32.764534 * 548.79211 *      3468 * 1622978663.151429 *
*   686121 *        3 *    101450 *        56 *      3817 * 32.482284 * 539.28045 *      3537 * 1622980409.832991 *
*   686123 *       19 *    101450 *        56 *      9043 * 32.533481 * 500.97998 *      3389 * 1622980648.857015 *
*   686134 *       39 *    101450 *        57 *     11839 * 32.041931 * 522.92279 *      3367 * 1622981371.750528 *
*   686171 *        0 *    101450 *        62 *      2415 * 32.662048 * 514.98822 *      3544 * 1622984016.659750 *
*   686209 *        2 *    101451 *         1 *      6649 * 32.348720 * 556.81903 *      3426 * 1622986000.040790 *
*   686263 *        4 *    101453 *         1 *      2556 * 32.754852 * 802.82690 *      3510 * 1623564163.659874 *
*   686400 *        5 *    101454 *        12 *       925 * 32.477371 * 555.37347 *      3488 * 1623576427.502940 *
*   686409 *        0 *    101454 *        13 *      3953 * 32.283851 * 783.72149 *      3396 * 1623577090.883182 *
*   686410 *       11 *    101454 *        13 *      5160 * 32.675540 * 801.30065 *      3474 * 1623577148.801263 *
*   686428 *        2 *    101454 *        16 *     10521 * 32.356689 * 848.00903 *      3555 * 1623579074.770753 *
*   686431 *        9 *    101454 *        17 *      2417 * 32.851898 * 752.25207 *      3547 * 1623579313.903366 *
*   686441 *       11 *    101454 *        18 *     11832 * 32.472126 * 803.79229 *      3436 * 1623580275.363959 *
*   686510 *       23 *    101456 *         0 *      3651 * 32.522644 * 657.88201 *      3459 * 1623615025.044167 *
*   686529 *        4 *    101456 *         2 *     15220 * 32.702270 * 721.55316 *      3467 * 1623616709.781312 *
*   686538 *       25 *    101456 *         3 *     12567 * 32.452606 * 751.32366 *      3450 * 1623617311.533397 *
*   686579 *        0 *    101456 *        10 *      3909 * 31.819997 * 858.14123 *      3529 * 1623621339.828180 *
*   686585 *       13 *    101456 *        11 *      3855 * 32.008029 * 848.91302 *      3499 * 1623621940.841331 *
*   686586 *        4 *    101456 *        11 *      3966 * 33.170711 * 817.43847 *      3488 * 1623621942.264109 *
*   686598 *        5 *    101456 *        13 *      2602 * 32.462207 * 798.29040 *      3409 * 1623622905.198264 *
*   686608 *        2 *    101456 *        15 *     10949 * 32.672748 * 838.46588 *      3480 * 1623624468.569851 *
*   686646 *        1 *    101456 *        21 *      2522 * 32.287944 * 930.88623 *      3478 * 1623627294.426604 *
*   686706 *        6 *    101456 *        29 *      4259 * 32.377452 * 739.81640 *      3546 * 1623631565.711008 *
*   686768 *        5 *    101456 *        37 *      8146 * 32.539730 * 755.25293 *      3454 * 1623635951.834785 *
*   686778 *       19 *    101456 *        38 *      4068 * 32.265956 * 787.51263 *      3526 * 1623636315.476464 *
*   686788 *        6 *    101456 *        39 *      4937 * 32.438034 * 652.26263 *      3344 * 1623636915.067655 *
*   686800 *        0 *    101456 *        41 *      5165 * 32.052471 * 877.54815 *      3506 * 1623638058.358129 *
*   686820 *       13 *    101456 *        44 *      9348 * 32.580886 * 661.29278 *      3481 * 1623639920.326927 *
*   686837 *        2 *    101456 *        47 *      6694 * 32.567112 * 740.82495 *      3532 * 1623641484.970495 *
*   686852 *        0 *    101456 *        48 *     12172 * 32.594146 * 779.58502 *      3422 * 1623642264.040953 *
*   686914 *        1 *    101456 *        56 *     10884 * 32.261119 * 916.64856 *      3377 * 1623646715.172281 *
*   687001 *        7 *    101457 *         4 *      2446 * 32.368537 * 647.52764 *      3470 * 1623653331.267438 *
*   687110 *        1 *    101457 *        20 *      4972 * 32.681785 * 746.24163 *      3528 * 1623663670.633289 *
*   687134 *        3 *    101457 *        23 *      3874 * 32.532470 * 791.66387 *      3386 * 1623665416.652820 *
*   687315 *       30 *    101457 *        51 *      1033 * 32.526580 * 813.22326 *      3449 * 1623681509.061328 *
*   687368 *        1 *    101458 *         3 *     10888 * 32.294811 * 804.64843 *      3493 * 1623694896.390486 *
*   687427 *        1 *    101459 *         3 *      4149 * 32.518272 * 903.56469 *      3441 * 1623701201.093628 *
