*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   587786 *        1 *    101163 *        28 *      4890 * 37.928836 * 1015.2719 *        -5 * 1615399268.068130 *
*   588669 *        3 *    101169 *        47 *      9608 * 36.249576 * 1136.2662 *        -5 * 1615461480.063704 *
*   589776 *        2 *    101175 *        19 *      8267 * 37.023513 * 1026.8521 *        -5 * 1615664555.895208 *
*   590135 *        7 *    101179 *         8 *      6937 * 35.577831 * 1146.1605 *        -5 * 1615695012.698505 *
*   591352 *        3 *    101180 *        16 *      1113 * 35.451961 * 1113.2666 *        -5 * 1615719185.379618 *
*   591419 *        0 *    101180 *        18 *      7953 * 36.069610 * 1052.1433 *        -5 * 1615720505.758633 *
*   591508 *        2 *    101180 *        22 *      1134 * 34.725860 * 1227.7148 *        -5 * 1615722492.697805 *
*   591774 *        4 *    101180 *        34 *      7892 * 36.607395 * 1080.3895 *        -5 * 1615729766.056983 *
*   591812 *       14 *    101180 *        35 *     13277 * 36.267238 * 1015.1261 *        -5 * 1615730546.759688 *
*   591934 *       21 *    101180 *        42 *      7117 * 34.435131 * 971.00976 *        -5 * 1615734517.013206 *
*   592014 *        0 *    101180 *        46 *     10927 * 34.751026 * 1232.0482 *        -5 * 1615736801.951433 *
*   592187 *        2 *    101181 *         2 *      4052 * 37.868808 * 882.58758 *        -5 * 1615742633.531623 *
*   592575 *        7 *    101181 *        44 *      1086 * 34.280788 * 881.98333 *        -5 * 1615764771.525179 *
*   592807 *        3 *    101182 *         0 *      1081 * 35.213012 * 1169.3895 *        -5 * 1615775658.128506 *
*   592967 *        1 *    101183 *         6 *     17364 * 36.634044 * 957.48437 *        -5 * 1615781311.680218 *
*   593049 *        3 *    101183 *        11 *      9431 * 36.197486 * 992.51751 *        -5 * 1615784019.569099 *
*   594366 *        2 *    101186 *        45 *      8989 * 36.451156 * 1013.8229 *        -5 * 1615908446.203011 *
*   594532 *        2 *    101188 *         7 *       937 * 35.532875 * 1121.4149 *        -5 * 1615918246.259758 *
*   594563 *        0 *    101188 *         9 *      1100 * 35.683754 * 1087.5926 *        -5 * 1615919572.414132 *
*   594710 *        1 *    101188 *        18 *      7761 * 34.607692 * 1224.3504 *        -5 * 1615926184.434021 *
*   594903 *        3 *    101188 *        29 *     14716 * 36.253562 * 1046.0052 *        -5 * 1615933763.813927 *
*   594923 *        7 *    101188 *        31 *     12916 * 36.021266 * 954.69671 *        -5 * 1615935325.377899 *
*   595203 *        8 *    101191 *         1 *      5803 * 36.126785 * 1020.7064 *        -5 * 1615952583.396124 *
*   595223 *       10 *    101191 *         3 *      2411 * 36.383487 * 945.17376 *        -5 * 1615953421.590697 *
*   595613 *       10 *    101192 *         2 *     11532 * 36.266807 * 1005.9536 *        -5 * 1615962383.404814 *
*   596104 *        6 *    101192 *        25 *       980 * 36.605255 * 880.88940 *        -5 * 1615971941.530061 *
*   596575 *        0 *    101193 *         3 *      4193 * 36.016517 *  1031.172 *        -5 * 1615992970.379995 *
*   596670 *       15 *    101193 *         5 *     10117 * 36.265697 * 1022.8927 *        -5 * 1615994053.912713 *
*   596847 *        0 *    101193 *        10 *      1208 * 35.694801 * 1108.0633 *        -5 * 1615995915.906788 *
*   599697 *        3 *    101196 *        39 *     10259 * 35.505764 * 1099.6207 *        -5 * 1616054329.771057 *
